# t (s),mx (),my (),mz (),B_extx (T),B_exty (T),B_extz (T),B_anisx (T),B_anisy (T),B_anisz (T),B_demagx (T),B_demagy (T),B_demagz (T),B_effx (T),B_effy (T),B_effz (T),B_exchx (T),B_exchy (T),B_exchz (T),B_customx (T),B_customy (T),B_customz (T),E_anis (J),E_demag (J),E_exch (J),E_total (J),E_Zeeman (J),E_mel (J),E_custom (J),Edens_anis (J/m3),Edens_custom (J/m3),Edens_demag (J/m3),Edens_exch (J/m3),Edens_mel (J/m3),Edens_total (J/m3),Edens_Zeeman (J/m3),ExchCoupling (arb.),F_melx (N/m3),F_mely (N/m3),F_melz (N/m3),Edens_mel (J/m3),ExchCoupling (arb.)
7.62,0.7648626,-0.000841413,-0.00108195,0,0,0,0,0,-1.35E-06,-0.033688173,0.000302131,0.001269691,-0.033688173,0.00030213,0.001268339,7.45E-11,-3.73E-11,-3.73E-11,0,0,0,-3.99E-23,5.71E-18,1.10E-18,6.81E-18,0.00E+00,0,0,-0.09966847,0,14285.637,2739.1697,0,17024.707,0,7.80E-11,0,0,0,0,7.80E-11
7.63,0.75915164,0.002428405,-0.002215665,0,0,0,0,0,-2.77E-06,-0.03307193,0.000148186,0.002038371,-0.03307193,0.000148186,0.002035602,-1.12E-10,-5.59E-11,-9.31E-11,0,0,0,-3.90E-23,5.69E-18,1.12E-18,6.81E-18,0.00E+00,0,0,-0.09740099,0,14233.326,2790.097,0,17023.326,0,7.80E-11,0,0,0,0,7.80E-11
7.64,0.75404,0.006130125,-0.003058033,0,0,0,0,0,-3.82E-06,-0.032568008,-0.000122049,0.002576252,-0.032568004,-0.000122049,0.002572429,0.00E+00,1.86E-11,-3.73E-11,0,0,0,-3.58E-23,5.68E-18,1.13E-18,6.81E-18,0.00E+00,0,0,-0.089540586,0,14203.164,2818.9673,0,17022.041,0,7.80E-11,0,0,0,0,7.80E-11
7.65,0.74978125,0.010285786,-3.24E-03,0,0,0,0,0,-4.05E-06,-0.032211836,-4.84E-04,2.63E-03,-0.03221184,-4.84E-04,2.63E-03,-3.73E-11,4.66E-12,-4.66E-11,0,0,0,-3.20E-23,5.67E-18,1.13E-18,6.81E-18,0.00E+00,0,0,-0.08004273,0,14183.704,2837.1108,0,17020.736,0,7.80E-11,0,0,0,0,7.80E-11
7.66,0.7476886,0.013635044,-0.002612641,0,0,0,0,0,-3.27E-06,-0.032133218,-7.97E-04,0.002138585,-0.032133218,-7.97E-04,0.002135319,0.00E+00,-2.79E-11,-4.66E-12,0,0,0,-2.79E-23,5.67E-18,1.14E-18,6.81E-18,0.00E+00,0,0,-0.06976268,0,14175.403,2844.4006,0,17019.734,0,7.80E-11,0,0,0,0,7.80E-11
7.67,0.7475645,0.016002782,-0.00148325,0,0,0,0,0,-1.85E-06,-0.032283787,-9.84E-04,0.00131561,-0.032283787,-9.84E-04,0.001313756,7.45E-11,-9.31E-12,-9.31E-12,0,0,0,-2.75E-23,5.67E-18,1.14E-18,6.81E-18,0.00E+00,0,0,-0.068727024,0,14179.242,2839.7158,0,17018.89,0,7.80E-11,0,0,0,0,7.80E-11
7.68,0.74930173,0.017168898,-0.000275541,0,0,0,0,0,-3.44E-07,-0.03258908,-9.59E-04,0.000417213,-0.03258908,-9.59E-04,0.000416868,0.00E+00,-4.66E-12,-1.40E-11,0,0,0,-3.32E-23,5.68E-18,1.13E-18,6.81E-18,0.00E+00,0,0,-0.082971275,0,14187.71,2830.2197,0,17017.846,0,7.80E-11,0,0,0,0,7.80E-11
7.69,0.7519384,0.017051185,0.000370952,0,0,0,0,0,4.64E-07,-0.03287937,-7.75E-04,-0.00016035,-0.03287937,-7.75E-04,-0.000159887,-7.45E-11,-4.66E-12,2.33E-11,0,0,0,-3.23E-23,5.67E-18,1.13E-18,6.81E-18,0.00E+00,0,0,-0.080645114,0,14186.336,2830.4934,0,17016.748,0,7.80E-11,0,0,0,0,7.80E-11
7.7,0.7551603,0.016034754,0.000526157,0,0,0,0,0,6.58E-07,-0.0331216,-5.63E-04,-0.000469192,-0.0331216,-5.63E-04,-0.000468535,-5.59E-11,-1.40E-11,9.31E-12,0,0,0,-2.66E-23,5.67E-18,1.13E-18,6.81E-18,0.00E+00,0,0,-0.06638872,0,14182.853,2832.8982,0,17015.686,0,7.80E-11,0,0,0,0,7.80E-11
7.71,0.7580572,0.014601959,0.000543838,0,0,0,0,0,6.80E-07,-0.03327205,-4.67E-04,-0.000668199,-0.033272047,-4.67E-04,-0.000667519,-3.73E-11,8.15E-11,1.40E-11,0,0,0,-2.72E-23,5.68E-18,1.13E-18,6.81E-18,0.00E+00,0,0,-0.068013646,0,14196.862,2817.9897,0,17014.785,0,7.80E-11,0,0,0,0,7.80E-11
7.72,0.76090217,0.012573035,0.000917128,0,0,0,0,0,1.15E-06,-0.033392347,-4.71E-04,-0.00109805,-0.033392347,-4.71E-04,-0.001096904,3.73E-11,2.33E-12,7.45E-11,0,0,0,-3.18E-23,5.69E-18,1.11E-18,6.81E-18,0.00E+00,0,0,-0.07956779,0,14236.536,2777.2295,0,17013.686,0,7.80E-11,0,0,0,0,7.80E-11
7.73,0.7631891,0.010102563,0.001754326,0,0,0,0,0,2.19E-06,-0.033487197,-5.09E-04,-0.001804539,-0.033487197,-5.09E-04,-0.001802346,-9.31E-11,1.86E-11,-6.98E-11,0,0,0,-3.19E-23,5.71E-18,1.09E-18,6.81E-18,0.00E+00,0,0,-0.079827815,0,14281.21,2731.4263,0,17012.557,0,7.80E-11,0,0,0,0,7.80E-11
7.74,0.765122,0.006925236,0.002886076,0,0,0,0,0,3.61E-06,-0.03356477,-4.96E-04,-0.002673726,-0.033564772,-4.96E-04,-0.002670118,-1.86E-11,4.66E-12,-5.59E-11,0,0,0,-2.98E-23,5.73E-18,1.08E-18,6.80E-18,0.00E+00,0,0,-0.07439886,0,14314.84,2696.6953,0,17011.459,0,7.80E-11,0,0,0,0,7.80E-11
7.75,0.766774,0.002748346,0.003978515,0,0,0,0,0,4.97E-06,-0.033600792,-3.35E-04,-0.003449315,-0.033600796,-3.35E-04,-0.003444342,-3.73E-11,-2.33E-12,-1.86E-11,0,0,0,-2.96E-23,5.73E-18,1.07E-18,6.80E-18,0.00E+00,0,0,-0.07401235,0,14324.41,2686.028,0,17010.365,0,7.80E-11,0,0,0,0,7.80E-11
7.76,0.76784104,-0.001485677,0.004411608,0,0,0,0,0,5.51E-06,-0.03357391,-3.51E-05,-0.003711425,-0.03357391,-3.51E-05,-0.00370591,-3.73E-11,6.05E-11,-2.33E-11,0,0,0,-3.04E-23,5.72E-18,1.08E-18,6.80E-18,0.00E+00,0,0,-0.07598176,0,14306.869,2702.6013,0,17009.396,0,7.80E-11,0,0,0,0,7.80E-11
7.77,0.7684618,-0.005927773,0.004015087,0,0,0,0,0,5.02E-06,-0.03352163,3.42E-04,-0.003373495,-0.033521622,3.42E-04,-0.003368476,-3.73E-11,3.96E-11,-3.26E-11,0,0,0,-3.00E-23,5.71E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.07487903,0,14279.097,2729.345,0,17008.367,0,7.80E-11,0,0,0,0,7.80E-11
7.78,0.7685226,-0.009317427,0.003002911,0,0,0,0,0,3.75E-06,-0.033518773,0.000590701,-0.002591465,-0.03351877,0.000590701,-0.002587712,3.73E-11,1.21E-10,-9.31E-12,0,0,0,-2.56E-23,5.71E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.063907556,0,14270.769,2736.775,0,17007.48,0,7.80E-11,0,0,0,0,7.80E-11
7.79,0.76801836,-0.011784636,0.001653167,0,0,0,0,0,2.07E-06,-0.033585224,0.000670323,-0.001527626,-0.033585228,0.000670323,-0.00152556,0.00E+00,-1.63E-11,-1.40E-11,0,0,0,-2.30E-23,5.72E-18,1.08E-18,6.80E-18,0.00E+00,0,0,-0.05753865,0,14294.894,2711.8203,0,17006.658,0,7.80E-11,0,0,0,0,7.80E-11
7.8,0.76697385,-0.012940861,0.000551367,0,0,0,0,0,6.89E-07,-0.033652738,0.000621339,-0.000615361,-0.033652734,0.000621339,-0.000614671,1.86E-11,3.73E-11,-3.26E-11,0,0,0,-2.65E-23,5.73E-18,1.07E-18,6.80E-18,0.00E+00,0,0,-0.066177934,0,14333.322,2672.633,0,17005.889,0,7.80E-11,0,0,0,0,7.80E-11
7.81,0.7651,-0.013316317,-2.98E-04,0,0,0,0,0,-3.72E-07,-0.03365525,0.000553934,1.16E-04,-0.03365525,0.000553934,1.15E-04,1.86E-11,5.59E-11,0.00E+00,0,0,0,-2.93E-23,5.74E-18,1.06E-18,6.80E-18,0.00E+00,0,0,-0.07321962,0,14356.519,2648.4653,0,17004.908,0,7.80E-11,0,0,0,0,7.80E-11
7.82,0.7626635,-0.0132319,-0.000762868,0,0,0,0,0,-9.54E-07,-0.033559788,0.000528014,0.000507155,-0.033559784,0.000528014,0.000506202,-1.86E-11,2.33E-11,2.79E-11,0,0,0,-2.75E-23,5.73E-18,1.07E-18,6.80E-18,0.00E+00,0,0,-0.06867021,0,14337.433,2666.6265,0,17003.99,0,7.80E-11,0,0,0,0,7.80E-11
7.83,0.75948167,-0.012969966,-0.000958465,0,0,0,0,0,-1.20E-06,-0.03334658,0.000523097,0.000683654,-0.033346582,0.000523097,0.000682456,0.00E+00,-9.31E-11,9.31E-11,0,0,0,-2.73E-23,5.71E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.06822052,0,14271.185,2731.979,0,17003.096,0,7.80E-11,0,0,0,0,7.80E-11
7.84,0.75645524,-0.012660475,-0.000913235,0,0,0,0,0,-1.14E-06,-0.033072427,5.40E-04,0.000723528,-0.033072423,5.40E-04,0.000722387,-3.73E-11,-3.73E-11,-2.79E-11,0,0,0,-2.78E-23,5.67E-18,1.13E-18,6.80E-18,0.00E+00,0,0,-0.06943586,0,14183.893,2818.4646,0,17002.287,0,7.80E-11,0,0,0,0,7.80E-11
7.85,0.75384545,-0.012206438,-0.000808375,0,0,0,0,0,-1.01E-06,-0.03279197,5.86E-04,0.000754818,-0.03279197,5.86E-04,0.000753807,-7.45E-11,-9.31E-12,-9.31E-12,0,0,0,-2.48E-23,5.64E-18,1.16E-18,6.80E-18,0.00E+00,0,0,-0.062046576,0,14104.767,2896.8171,0,17001.523,0,7.80E-11,0,0,0,0,7.80E-11
7.86,0.7520172,-0.011322212,-0.000877071,0,0,0,0,0,-1.10E-06,-0.03259,6.29E-04,0.000904218,-0.03259,6.29E-04,0.000903122,-7.45E-11,-5.59E-11,3.26E-11,0,0,0,-2.33E-23,5.63E-18,1.17E-18,6.80E-18,0.00E+00,0,0,-0.058140125,0,14070.719,2930.1106,0,17000.773,0,7.80E-11,0,0,0,0,7.80E-11
7.87,0.7514961,-0.009910528,-0.001242087,0,0,0,0,0,-1.55E-06,-0.03256547,5.97E-04,0.001224914,-0.03256547,5.97E-04,0.001223361,7.45E-11,5.59E-11,-4.66E-12,0,0,0,-2.51E-23,5.64E-18,1.16E-18,6.80E-18,0.00E+00,0,0,-0.06282012,0,14099.348,2900.7988,0,17000.082,0,7.80E-11,0,0,0,0,7.80E-11
7.88,0.7520943,-0.007574323,-0.00186551,0,0,0,0,0,-2.33E-06,-0.03269633,4.46E-04,0.001725726,-0.03269633,4.46E-04,0.001723394,-3.73E-11,-3.49E-11,4.66E-12,0,0,0,-2.58E-23,5.67E-18,1.13E-18,6.80E-18,0.00E+00,0,0,-0.06442268,0,14173.506,2825.873,0,16999.314,0,7.80E-11,0,0,0,0,7.80E-11
7.89,0.7534059,-0.004681822,-0.002398639,0,0,0,0,0,-3.00E-06,-0.032868326,2.25E-04,0.002168346,-0.03286833,2.25E-04,0.002165347,-3.73E-11,-3.96E-11,-4.66E-12,0,0,0,-2.53E-23,5.70E-18,1.10E-18,6.80E-18,0.00E+00,0,0,-0.063350804,0,14246.799,2751.8528,0,16998.588,0,7.80E-11,0,0,0,0,7.80E-11
7.9,0.75525796,-0.000982551,-0.002669664,0,0,0,0,0,-3.34E-06,-0.033003747,-3.60E-05,0.002419627,-0.03300375,-3.60E-05,0.002416289,-3.73E-11,-4.66E-12,9.31E-12,0,0,0,-2.71E-23,5.72E-18,1.08E-18,6.80E-18,0.00E+00,0,0,-0.0677575,0,14297.657,2700.1377,0,16997.725,0,7.80E-11,0,0,0,0,7.80E-11
7.91,0.75713456,0.002568222,-0.002531152,0,0,0,0,0,-3.16E-06,-0.03305691,-2.48E-04,0.002333675,-0.033056907,-2.48E-04,0.002330511,-9.31E-11,2.56E-11,4.66E-11,0,0,0,-2.61E-23,5.72E-18,1.08E-18,6.80E-18,0.00E+00,0,0,-0.065339774,0,14304.325,2692.642,0,16996.902,0,7.80E-11,0,0,0,0,7.80E-11
7.92,0.75929785,0.006052207,-0.001999019,0,0,0,0,0,-2.50E-06,-0.03308913,-4.24E-04,0.001910815,-0.03308913,-4.24E-04,0.001908316,0.00E+00,-3.96E-11,3.96E-11,0,0,0,-2.32E-23,5.71E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.05794856,0,14277.818,2718.3494,0,16996.107,0,7.80E-11,0,0,0,0,7.80E-11
7.93,0.7614334,0.008550477,-0.001306399,0,0,0,0,0,-1.63E-06,-0.0331698,-5.23E-04,0.001340635,-0.0331698,-5.23E-04,0.001339002,1.86E-11,-4.66E-12,2.79E-11,0,0,0,-2.48E-23,5.70E-18,1.10E-18,6.80E-18,0.00E+00,0,0,-0.062084492,0,14246.157,2749.3357,0,16995.432,0,7.80E-11,0,0,0,0,7.80E-11
7.94,0.76377517,0.010286962,-0.000594137,0,0,0,0,0,-7.43E-07,-0.033356607,-5.32E-04,0.000733953,-0.033356603,-5.32E-04,0.000733211,1.86E-11,-1.86E-11,9.31E-12,0,0,0,-2.85E-23,5.69E-18,1.11E-18,6.80E-18,0.00E+00,0,0,-0.071299985,0,14228.723,2765.9897,0,16994.64,0,7.80E-11,0,0,0,0,7.80E-11
7.95,0.7656861,0.011075443,-0.000206425,0,0,0,0,0,-2.58E-07,-0.03357967,-4.53E-04,0.000345168,-0.03357967,-4.53E-04,0.00034491,-7.45E-11,-9.31E-11,3.96E-11,0,0,0,-2.63E-23,5.69E-18,1.10E-18,6.80E-18,0.00E+00,0,0,-0.06577239,0,14236.157,2757.8235,0,16993.914,0,7.80E-11,0,0,0,0,7.80E-11
7.96,0.76704305,0.011335884,-1.74E-04,0,0,0,0,0,-2.17E-07,-0.033758167,-3.56E-04,1.87E-04,-0.03375816,-3.56E-04,1.87E-04,-1.86E-11,-9.31E-12,-4.66E-12,0,0,0,-2.04E-23,5.70E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.051046416,0,14256.836,2736.5305,0,16993.314,0,7.80E-11,0,0,0,0,7.80E-11
7.97,0.76764876,0.011363566,-4.12E-04,0,0,0,0,0,-5.14E-07,-0.033820644,-3.17E-04,2.32E-04,-0.033820644,-3.17E-04,2.31E-04,-3.73E-11,-3.26E-11,3.73E-11,0,0,0,-1.83E-23,5.71E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.045693073,0,14276.678,2716.1804,0,16992.809,0,7.80E-11,0,0,0,0,7.80E-11
7.98,0.76737505,0.011378955,-6.45E-04,0,0,0,0,0,-8.07E-07,-0.033747297,-0.000363756,0.000337707,-0.033747293,-0.000363757,0.000336901,1.49E-10,0.00E+00,-3.26E-11,0,0,0,-2.26E-23,5.71E-18,1.08E-18,6.80E-18,0.00E+00,0,0,-0.056577478,0,14283.87,2708.5066,0,16992.32,0,7.80E-11,0,0,0,0,7.80E-11
7.99,0.76631814,0.01142564,-0.000668146,0,0,0,0,0,-8.35E-07,-0.03357951,-0.000476109,0.000329613,-0.03357951,-0.000476109,0.000328778,7.45E-11,-2.79E-11,-4.19E-11,0,0,0,-2.66E-23,5.71E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.06655385,0,14278.048,2713.6477,0,16991.629,0,7.80E-11,0,0,0,0,7.80E-11
8,0.76475936,0.011283714,-0.000289717,0,0,0,0,0,-3.62E-07,-0.03341205,-0.000603659,3.38E-05,-0.03341205,-0.000603659,3.34E-05,-3.73E-11,-5.36E-11,-2.79E-11,0,0,0,-2.28E-23,5.71E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.05703345,0,14266.443,2724.5378,0,16990.924,0,7.80E-11,0,0,0,0,7.80E-11
8.01,0.763174,0.010636344,0.000445628,0,0,0,0,0,5.57E-07,-0.03331557,-6.72E-04,-0.000528094,-0.033315573,-6.72E-04,-0.000527537,0.00E+00,1.16E-11,-2.33E-11,0,0,0,-1.92E-23,5.71E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.04801001,0,14263.579,2726.883,0,16990.414,0,7.80E-11,0,0,0,0,7.80E-11
8.02,0.7614683,0.009047933,0.001519323,0,0,0,0,0,1.90E-06,-0.033270918,-6.20E-04,-0.001347496,-0.033270918,-6.20E-04,-0.001345597,-3.73E-11,0.00E+00,9.31E-12,0,0,0,-2.24E-23,5.71E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.05597689,0,14270.066,2719.8647,0,16989.873,0,7.80E-11,0,0,0,0,7.80E-11
8.03,0.7598607,0.006705346,0.002506489,0,0,0,0,0,3.13E-06,-0.03323823,-4.42E-04,-0.002115424,-0.03323823,-4.42E-04,-0.002112291,0.00E+00,4.89E-11,0.00E+00,0,0,0,-2.58E-23,5.71E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.06448238,0,14271.742,2717.5627,0,16989.24,0,7.80E-11,0,0,0,0,7.80E-11
8.04,0.7580191,0.003468504,0.003263059,0,0,0,0,0,4.08E-06,-0.03314634,-1.68E-04,-0.002728812,-0.03314634,-1.68E-04,-0.002724733,3.73E-11,3.73E-11,-1.40E-11,0,0,0,-2.45E-23,5.70E-18,1.09E-18,6.80E-18,0.00E+00,0,0,-0.0611936,0,14253.155,2735.4084,0,16988.502,0,7.80E-11,0,0,0,0,7.80E-11
8.05,0.75634307,0.000215858,0.00349682,0,0,0,0,0,4.37E-06,-0.032986686,7.99E-05,-0.002944481,-0.032986686,7.99E-05,-0.00294011,1.49E-10,-1.86E-11,-2.33E-11,0,0,0,-2.28E-23,5.69E-18,1.11E-18,6.80E-18,0.00E+00,0,0,-0.056984235,0,14216.612,2771.3418,0,16987.896,0,7.80E-11,0,0,0,0,7.80E-11
8.06,0.7548713,-0.003202719,0.003210976,0,0,0,0,0,4.01E-06,-0.032791678,2.83E-04,-0.002759625,-0.032791678,2.83E-04,-0.002755611,0.00E+00,-4.42E-11,1.40E-11,0,0,0,-2.22E-23,5.67E-18,1.13E-18,6.79E-18,0.00E+00,0,0,-0.055487722,0,14172.005,2815.3604,0,16987.31,0,7.80E-11,0,0,0,0,7.80E-11
8.07,0.7541564,-0.006022815,0.002556507,0,0,0,0,0,3.20E-06,-0.03268966,3.92E-04,-0.002282942,-0.032689657,3.92E-04,-0.002279746,-3.73E-11,-3.73E-11,-1.86E-11,0,0,0,-2.19E-23,5.66E-18,1.14E-18,6.79E-18,0.00E+00,0,0,-0.05479612,0,14144.815,2842.01,0,16986.771,0,7.80E-11,0,0,0,0,7.80E-11
8.08,0.7543085,-0.008581613,0.001671661,0,0,0,0,0,2.09E-06,-0.03273765,4.37E-04,-0.001614896,-0.032737654,4.37E-04,-0.001612807,3.73E-11,-2.79E-11,-1.86E-11,0,0,0,-2.11E-23,5.66E-18,1.14E-18,6.79E-18,0.00E+00,0,0,-0.052868005,0,14144.825,2841.4104,0,16986.182,0,7.80E-11,0,0,0,0,7.80E-11
8.09,0.75526965,-0.010459933,9.34E-04,0,0,0,0,0,1.17E-06,-0.032918815,4.45E-04,-1.02E-03,-0.03291881,4.45E-04,-1.02E-03,3.73E-11,1.40E-11,-3.73E-11,0,0,0,-1.92E-23,5.67E-18,1.12E-18,6.79E-18,0.00E+00,0,0,-0.048120037,0,14173.385,2812.3591,0,16985.697,0,7.80E-11,0,0,0,0,7.80E-11
8.1,0.75688463,-0.011966685,3.47E-04,0,0,0,0,0,4.33E-07,-0.03317536,4.68E-04,-4.65E-04,-0.03317536,4.68E-04,-4.65E-04,7.45E-11,1.16E-11,-1.40E-11,0,0,0,-1.82E-23,5.69E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.045434423,0,14222.735,2762.5693,0,16985.258,0,7.80E-11,0,0,0,0,7.80E-11
8.11,0.75849223,-0.012798754,-7.38E-05,0,0,0,0,0,-9.22E-08,-0.033363495,5.35E-04,5.06E-06,-0.03336349,5.35E-04,4.96E-06,3.73E-11,-2.33E-11,-9.31E-12,0,0,0,-1.98E-23,5.71E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.049442362,0,14264.62,2720.279,0,16984.852,0,7.80E-11,0,0,0,0,7.80E-11
8.12,0.7599463,-0.012906933,-0.00058261,0,0,0,0,0,-7.28E-07,-0.033435866,6.25E-04,0.000554122,-0.033435866,6.25E-04,0.000553394,-5.59E-11,3.03E-11,-4.66E-11,0,0,0,-2.30E-23,5.71E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.057569508,0,14283.622,2700.7307,0,16984.293,0,7.80E-11,0,0,0,0,7.80E-11
8.13,0.7608482,-0.012097456,-0.001187384,0,0,0,0,0,-1.48E-06,-0.03337454,6.54E-04,0.001117704,-0.033374537,6.54E-04,0.00111622,-1.86E-11,-9.31E-11,-3.73E-11,0,0,0,-2.32E-23,5.71E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.058023542,0,14267.776,2715.9856,0,16983.705,0,7.80E-11,0,0,0,0,7.80E-11
8.14,0.7614678,-0.010212515,-0.001894036,0,0,0,0,0,-2.37E-06,-0.033233296,5.79E-04,0.00170058,-0.033233296,5.79E-04,0.001698212,7.45E-11,6.98E-11,-9.31E-12,0,0,0,-1.96E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.049038835,0,14229.565,2753.6287,0,16983.146,0,7.80E-11,0,0,0,0,7.80E-11
8.15,0.76199687,-0.007766183,-0.00236782,0,0,0,0,0,-2.96E-06,-0.03312954,4.18E-04,0.002050442,-0.03312954,4.18E-04,0.002047482,-1.86E-11,2.33E-11,4.66E-11,0,0,0,-1.76E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.043931726,0,14202.895,2779.876,0,16982.727,0,7.80E-11,0,0,0,0,7.80E-11
8.16,0.76279473,-0.004801874,-0.002421653,0,0,0,0,0,-3.03E-06,-0.03312642,1.85E-04,0.002054526,-0.033126418,1.85E-04,0.002051499,-1.86E-11,2.79E-11,4.66E-12,0,0,0,-1.91E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.047784895,0,14202.964,2779.3674,0,16982.283,0,7.80E-11,0,0,0,0,7.80E-11
8.17,0.7638012,-0.002224315,-0.001963477,0,0,0,0,0,-2.45E-06,-0.033230234,-2.78E-05,0.001683302,-0.03323023,-2.78E-05,0.001680848,1.86E-11,5.59E-11,-4.19E-11,0,0,0,-2.03E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.05077102,0,14228.09,2753.8123,0,16981.852,0,7.80E-11,0,0,0,0,7.80E-11
8.18,0.76503026,-2.98E-06,-0.001095351,0,0,0,0,0,-1.37E-06,-0.03340968,-1.86E-04,0.00103072,-0.03340968,-1.86E-04,0.001029351,-3.73E-11,1.63E-11,9.31E-12,0,0,0,-1.90E-23,5.71E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.04755746,0,14267.267,2714.1619,0,16981.383,0,7.80E-11,0,0,0,0,7.80E-11
8.19,0.7660725,0.001454936,-0.000237251,0,0,0,0,0,-2.97E-07,-0.033590432,-2.25E-04,0.000409341,-0.033590432,-2.25E-04,0.000409045,5.59E-11,9.31E-11,-5.59E-11,0,0,0,-1.91E-23,5.72E-18,1.07E-18,6.79E-18,0.00E+00,0,0,-0.04785849,0,14299.267,2681.7046,0,16980.922,0,7.80E-11,0,0,0,0,7.80E-11
8.2,0.7665266,0.002256517,0.00018358,0,0,0,0,0,2.29E-07,-0.033703767,-1.59E-04,0.000116927,-0.033703767,-1.59E-04,0.000117157,5.59E-11,-4.19E-11,3.26E-11,0,0,0,-2.16E-23,5.72E-18,1.07E-18,6.79E-18,0.00E+00,0,0,-0.053957626,0,14307.09,2673.419,0,16980.457,0,7.80E-11,0,0,0,0,7.80E-11
8.21,0.76617765,0.002937998,3.54E-05,0,0,0,0,0,4.42E-08,-0.033737067,-3.72E-05,0.000237861,-0.033737067,-3.72E-05,0.000237906,-1.12E-10,1.26E-10,2.79E-11,0,0,0,-2.20E-23,5.72E-18,1.08E-18,6.79E-18,0.00E+00,0,0,-0.054986477,0,14289.35,2690.6106,0,16979.904,0,7.80E-11,0,0,0,0,7.80E-11
8.22,0.76497626,0.003810096,-0.000576961,0,0,0,0,0,-7.21E-07,-0.033684622,3.75E-05,0.000685604,-0.033684622,3.75E-05,0.000684883,0.00E+00,4.19E-11,3.73E-11,0,0,0,-1.80E-23,5.70E-18,1.09E-18,6.79E-18,0.00E+00,0,0,-0.044951458,0,14262.463,2717.0383,0,16979.455,0,7.80E-11,0,0,0,0,7.80E-11
8.23,0.76280695,0.005298121,-0.001418621,0,0,0,0,0,-1.77E-06,-0.03354465,-1.75E-06,0.001286296,-0.03354465,-1.75E-06,0.001284522,0.00E+00,-1.40E-11,1.86E-11,0,0,0,-1.54E-23,5.70E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.038444825,0,14241.514,2737.6147,0,16979.092,0,7.80E-11,0,0,0,0,7.80E-11
8.24,0.7602237,0.007116045,-0.001992333,0,0,0,0,0,-2.49E-06,-0.033341266,-1.60E-04,0.001675395,-0.033341266,-1.60E-04,0.001672904,-3.73E-11,-3.26E-11,-4.66E-12,0,0,0,-1.88E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.046956368,0,14233.285,2745.508,0,16978.748,0,7.80E-11,0,0,0,0,7.80E-11
8.25,0.7571758,0.009174599,-0.002103052,0,0,0,0,0,-2.63E-06,-0.03305673,-0.000398048,0.001694532,-0.033056725,-0.000398048,0.001691904,3.73E-11,8.38E-11,4.66E-11,0,0,0,-2.21E-23,5.69E-18,1.10E-18,6.79E-18,0.00E+00,0,0,-0.055355117,0,14222.738,2755.589,0,16978.275,0,7.80E-11,0,0,0,0,7.80E-11
8.26,0.7546073,0.010670347,-1.66E-03,0,0,0,0,0,-2.08E-06,-0.032784533,-0.000596657,1.29E-03,-0.03278453,-0.000596656,1.28E-03,7.45E-11,4.66E-12,-4.19E-11,0,0,0,-2.00E-23,5.68E-18,1.11E-18,6.79E-18,0.00E+00,0,0,-0.05012024,0,14202.214,2775.6782,0,16977.842,0,7.80E-11,0,0,0,0,7.80E-11
8.27,0.75268966,0.011404314,-0.000728965,0,0,0,0,0,-9.11E-07,-0.032568917,-0.000716587,0.000487117,-0.032568917,-0.000716587,0.000486206,3.73E-11,9.31E-12,-2.33E-11,0,0,0,-1.63E-23,5.67E-18,1.12E-18,6.79E-18,0.00E+00,0,0,-0.04081447,0,14174.934,2802.5967,0,16977.49,0,7.80E-11,0,0,0,0,7.80E-11
8.28,0.7521316,0.011091677,0.000334896,0,0,0,0,0,4.19E-07,-0.032507706,-7.10E-04,-0.000384533,-0.032507706,-7.10E-04,-0.000384114,-1.86E-11,-5.59E-11,1.63E-11,0,0,0,-1.57E-23,5.66E-18,1.13E-18,6.79E-18,0.00E+00,0,0,-0.039284777,0,14156.209,2821.041,0,16977.21,0,7.80E-11,0,0,0,0,7.80E-11
